QGC WPL 110
0	1	0	16	0	0	0	0	39.649690	20.738410	322.000000	1
1	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64888280	20.73769300	10.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64888600	20.73783650	10.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64888580	20.73784250	10.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64889000	20.73795100	10.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64889110	20.73804750	10.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64889420	20.73813070	10.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64889720	20.73823460	10.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64880840	20.73824200	10.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64880590	20.73811720	10.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64880170	20.73799190	10.000000	1
11	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64879860	20.73788260	10.000000	1
12	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64879400	20.73773100	10.000000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64870620	20.73773910	10.000000	1
14	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64870720	20.73778530	10.000000	1
15	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64871140	20.73795700	10.000000	1
16	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64871550	20.73807570	10.000000	1
17	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64871710	20.73818770	10.000000	1
18	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64871910	20.73824670	10.000000	1
19	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64862880	20.73824730	10.000000	1
20	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64862620	20.73816690	10.000000	1
21	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64862410	20.73805690	10.000000	1
22	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64862310	20.73794630	10.000000	1
23	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64861690	20.73779140	10.000000	1
24	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64861480	20.73774170	10.000000	1
25	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64852450	20.73774710	10.000000	1
26	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64853070	20.73785310	10.000000	1
27	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64853220	20.73799190	10.000000	1
28	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64853580	20.73811930	10.000000	1
29	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	39.64854000	20.73825470	10.000000	1
